id,company_name,website,categorie,employees,revenue,city,region,description
15cff5651d378e6d5a26cdc781fb445b,Renostyles,https://renostyles.com,Construction,11-50,1M-5M,courtry,île-de-france,"Specialistes de la fenetre et de la fermeture de l'habitat depuis 2004, nous mettons a votre service notre equipe de 12 techniciens-conseils, une flotte de 25 vehicules, nos 7 equipes d'installateurs, 3 metreurs experts, 5 assistantes administratives et 3 techniciens affectees au suivi des dossiers,"
24acc1da35fb79bb143f2803be0db972,"EXACLOS _ Clôture, portail, aménagement extérieur",https://exaclos.fr,Lumber and Other Construction Materials Merchant W,1-10,1M-5M,perpignan,occitanie,"Implante a Perpignan Sud (secteur Panchot), EXACLOS est specialise notamment dans la vente et le negoce de clotures (panneaux rigides, grillages rouleaux, brises vue, etc...), de portails pivotants, coulissants et autoportants ainsi que nombreux produits d'amenagements exterieur. Compose d'une equip"
c737b0eff44fb49e77212d104253f754,AMALRIK,https://amalrik.com,Construction,11-50,1M-5M,,,"Entreprise de construction mixte bois / metal Createur de solutions de constructions et d'amenagements, nous vous accompagnons pour vos projets de Charpentes, Escaliers, Garde-corps, Mobiliers, Agencement, Ferronnerie. Notre outil de fabrication artisanal 2.0 ainsi que notre bureau detude integre vo"
39e9992309b0232596140bfb968db6dd,illiCO Travaux Lille Nord Ouest,https://illico-travaux.com,Construction,1-10,500K-1M,la,,"Simplifiez-vous les travaux :  illiCO Travaux Lille Nord Ouest  est votre interlocuteur unique. Notre role Vous accompagner dans votre projet en vous mettant en relation avec des entreprises locales partenaires selectionnees sur le volet sur de nombreux criteres (qualifications, assurances, sante fi"
25bfd655f4afdee82f1f876cfa49bb90,TREMBLAIS CRÉATEUR / L’ESPRIT PISCINE,https://tremblais.fr,Construction,11-50,1M-5M,,,"Votre projet est unique ! Depuis plus de 50 ans, Tremblais createur est le specialiste de la piscine, du spa, du sauna, du hammam et de l'amenagement paysager. - Tremblais createur prend en charge votre projet dans sa globalite et peut le realiser sur mesure, grace a son procede de construction pour"
a73b1c936be12069ac53918fff9b75d4,Menuiserie Fermeture Française,https://mff-fermetures.fr,Construction,1-10,500K-1M,,,"Societe basee au Cap d'Antibes, specialisee dans l'ouverture et fermeture de l'habitat. Nous sommes certifies RGE QUALIBAT 2024, pour la septieme annee consecutive demontrant notre savoir faire! Notre philosophie est simple: nous realisons des travaux chez vous comme nous le ferions pour chez nous! "
623a04c972d1b04bc42aadc32196e83b,Linconyl,https://linconyl.com,Construction,51-200,10M-25M,le mans,,"Linconyl est specialisee depuis plus de 50 ans dans la confection et la mise en oeuvre du store exterieur et interieur aupres des professionnels. Linconyl, c'est un savoir-faire unique. Avec nos 40 collaborateurs, des techniciens-poseurs qualifies et un atelier de fabrication et confection, nous som"
c9984cef4fe431f08b9ff36d02cc9996,"CTRI - Serrurerie, Métallerie, Chaudronnerie & Tuyauterie",https://ctri-serrurerie-metallerie.fr,Construction,11-50,1M-5M,,,Serrurerie - Metallerie - Chaudronnerie - Tuyauterie  Conception  Fabrication  Pose de structures metalliques Particuliers - Professionnels & l'Industrie - Collectivites territoriales - Syndics de Copropriete
d4d5accafc5e255f7b6ae7ca5ec49260,BigMat Germat Cussenot,https://bigmat.fr/adherent/germat-cussenot,Lumber and Other Construction Materials Merchant W,51-200,25M-75M,,,"Negoce de materiaux de construction et de renovation, multi-specialiste du batiment. Nous, Cooperateurs de la SCOP Germat Cussenot, au service de nos clients particuliers et professionnels. Notre mission = les accompagner dans leurs projets pour trouver ensemble les bonnes solutions. Le respect est "
c2dea3b6b793b8963d1b560904629635,Fermetures Ventoises,https://fermetures-ventoises.fr,Construction,11-50,1M-5M,evreux,,"Concepteur, fabricant et installateur de verandas, fermetures & stores depuis plus de 30 ans"
80136aa9c553e5f74b2dbd4673c9be6b,Home Life,https://homelife.services,Construction,11-50,1M-5M,bordeaux,,"Guidee par la volonte de proposer une offre globale dembellissement et de renovation de lhabitat, Home Life propose une solution complete, de la reparation apres un sinistre habitation, a laccompagnement de projets complets de renovation et dembellissement de l'habitat. Nous intervenons partout en F"
0a5fed912df70e5ce103c0ccf86e3ace,MENUISERIE SERVICES,https://groupe-harel.fr,Construction,11-50,1M-5M,blangy sur bresle,,"Installee en Seine Maritime sur la zone industrielle de Blangy Sur Bresle et dans le centre-ville de Neufchatel En Bray, MENUISERIE SERVICES possede une equipe de professionnels de la menuiserie et un savoir-faire qui lui permettent de realiser des installations sur mesures de grande qualite de tout"
7b7643c03e3b07b5d24a1defffc469a7,SAS CHATAURET TP,https://chatauret-tp.com,Construction,11-50,1M-5M,izon,,"SARL CHATAURET TP situe 30 route de la Landotte 33450 IZON Entreprise specialisee dans l'amenagement de vos exterieurs fondee en 1993, nous realisons les divers reseaux, les terrassements, les allees ainsi que les clotures, portail et pergola bioclimatique de votre future maison."
c27f1c5d8d32b775c58683cb8793026d,Fermatic Groupe dormakaba,https://fermatic.fr,Construction,51-200,10M-25M,guitrancourt,île-de-france,"Fermatic est specialise dans la fermeture automatique depuis plus de 30 ans. Son activite principale est l'installation et le depannage de tous types de portes ainsi que le controle d'acces. Specialiste de l'installation, de la reparation et de la maintenance de vos portails automatiques, portes de "
2acefee374363e27da16390a9ff74ee2,Imperium Ouvertures,https://imperium-ouvertures.fr,Construction,51-200,10M-25M,aix-les-bains,auvergne-rhône-alpes,"Imperium Ouvertures est le specialiste de l'installation de menuiseries et de fermetures de l'habitat en Rhone-Alpes : fenetres, volets, portes d'entree, portes de garage, stores de terrasse et verandas, pergolas, portails, clotures et garde-corps. Nos 60 collaborateurs, repartis dans nos 7 implanta"
fa4694520e6e19eeecb8f65722c24810,COCAULT MAÇONNERIE,https://cocault-maconnerie-angers.fr,Construction,1-10,500K-1M,montreuil-juigné,,"Entreprise de Maconnerie creee en 1976, basee a Montreuil-Juigne, a cote dAngers, nous mettons notre savoir-faire au service des particuliers et des professionnels."
17096716824ddfd2112f658dc3e0baa9,ACCESS SOLUTION Portes Automatiques,https://a-solution.fr,Construction,11-50,1M-5M,wambrechies,hauts-de-france,"Fournitures, Depannage, entretien de portails automatiques Installation de controle d'acces, interphonie, video et Alarme intrusion"
b7c4c52458afebd02765012c97c84718,Logikinov,https://logikinov.com,Construction,11-50,1M-5M,caen,,"Logikinov est une entreprise Normande faisant partie dun reseau de fabricants Francais, implantee en Normandie.  Retrouvez nos 3 agences a Fleury-sur-Orne pres de Caen, Equemauville pres de Honfleur et Saint-Lo."
dd9909a053d9222f06beabd1459f0744,Construction Services,https://extension-maison-veranda-rennes.fr,Construction,51-200,10M-25M,,,Specialiste de lextension de maison et de la renovation Entreprise certifie Qualibat RGE
878902b6fff5559c87f5720349270228,FJKG Construction,https://fjkg.fr,Construction,1-10,500K-1M,corbeil,,"Bienvenue chez FJKG - L'excellence en construction et l'innovation au service de vos reves architecturaux. Chez FJKG Construction, la qualite est notre pierre angulaire. Nous nous engageons a offrir des solutions de construction de la plus haute qualite, chaque projet etant une expression de notre d"
9df725f6e70d3d38594b39e40465bf99,Pacotte & Mignotte - PM Industrie,https://pacotte-mignotte.fr,Construction,51-200,10M-25M,dijon,,"CONSEILLER - FABRICANT - POSEUR 1er fabricant de Bourgogne Franche Comte. Dijon / Chalon/ Besancon. Principalement a destination des particuliers, nous sommes aussi presents sur l'activite chantiers en neuf et en renovation."
8855111e9162d01ad9abf500871eb942,POISSON TERRASSEMENT,https://poisson-terrassement.fr,Construction,11-50,1M-5M,les ageux,,"POISSON TERRASSEMENT is a construction company based out of 201 RUE PATRICK SIMIAND, LES AGEUX, France."
a43402d16a8afca24b49dede145ffb80,Nys et Cie,https://nys.fr,Construction,1-10,500K-1M,lomme,hauts-de-france,"L'entreprise Nys & Cie, fondee en 1869 a Tourcoing, est fabricant et installateur de volets roulants, de stores, de grilles, de rideaux de magasin et d'industrie, ainsi que des portillons, des portes et des portails. Nous automatisons d'ailleurs l'ensemble des produits depuis plus de 40 ans."
544d93b737dc903665ab1acbfa4ea19c,MENUI PRO,https://menuipro.fr,Lumber and Other Construction Materials Merchant W,11-50,10M-25M,saint-priest-en-jarez,auvergne-rhône-alpes,"Menui pro is a retail company based out of Saint-Priest-en-Jarez, France."
8f3a613826ff1f666b0e68cc4d16a116,Tout Faire By ALMAT,https://toutfaire.fr,Construction,11-50,1M-5M,,,"ALMAT : Agence Lorraine de Materiaux et Materiel. Situe en plein cur de la Lorraine, nous sommes specialises dans le negoce de materiaux de construction pour le particulier et le professionnel. Adherent du reseau Tout Faire, nous souhaitons developper notre reseau pour elargir notre clientele. RENOV"
d292fe5ec96cd68d77412eefb37bc888,Heras Clôture Mobile et Sécurité,https://heras-mobile.fr,Lumber and Other Construction Materials Merchant W,11-50,10M-25M,st. vulbas les fenières,,"Les grilles de chantier et les clotures Heras sont produites et tres utilisees en France. Heras Cloture Mobile et Securite est lexpert international de reference en matiere de solutions de securite temporaires et semi-permanentes, un domaine de specialite tres specifique contribuant a lentrepreneuri"
99e418a63b3f24da37691a869764fac1,GEDIMAT (GROUPE PARALLIANCE),https://gedimat.fr,Lumber and Other Construction Materials Merchant W,11-50,10M-25M,baie mahault,,"Filiales du Groupe PARALLIANCE, chaque point de vente GEDIMAT ANTILLES propose des solutions concretes en matiere de construction, damenagement et de renovation. Bienvenue au sein du GROUPE PARALLIANCE , acteur incontournable et en pleine expansion de la distribution de produits pour le batiment aux"
d9ce8cd76cade21a87fbff4d059696e8,Maisons Arc en Ciel,https://aec49.fr,Construction,11-50,1M-5M,,,"Votre constructeur local depuis 1983 Maisons Arc en Ciel, cest lassurance dune maison individuelle sur mesure, unique et respectueuse de lenvironnement.  Pourquoi nous choisir ? 1 Accompagnement personnalise : > Projet adapte a vos besoins > Prix ferme des la signature > Conseils dexperts a chaque e"
0bb36131755d3c83a414d37e9a405366,La Maison Des Travaux (Bourges),https://bourges.lamaisondestravaux.com,Construction,1-10,500K-1M,bourges,centre-val de loire,"Au sein de l'agence de Bourges, retrouvez en un lieu unique tous les interlocuteurs experts dont vous avez besoin pour reussir vos travaux : courtiers en travaux, architecte, maitre d'oeuvre, accompagnant administratif. Se projeter, preparer, budgeter, faire suivre ses travaux... Un seul endroit pou"
b66598ad6d8a403796d421a17d7684d9,illiCO travaux Clermont-Ferrand,https://illico-travaux.com/agence,Construction,1-10,500K-1M,clermont-ferrand,auvergne-rhône-alpes,"Pierrine Bayrand et Cedric De Oliveira, franchises independants des agences locales illiCO travaux Clermont-Ferrand et Riom vous accompagnent dans tous vos projets de travaux de renovation, dextension et damenagement interieur ou exterieur."
3d93032ff3b4719ad33576f6183698fe,Menuiserie des 2 Rives,https://menuiserie-m2r.fr,Construction,11-50,1M-5M,getigne,,"MENUISERIE DES 2 RIVES vous accompagne dans vos projets de construction en ossature bois, charpente, ouvertures, agencement dans le vignoble nantais et Nantes."
44f91fc6a0885ff0c0d61d8a505a33ea,PRO-FERMETURES,https://pro-fermetures.fr,Construction,51-200,10M-25M,auray,bretagne,"Pro-Fermetures, expert dans la renovation de menuiseries et specialiste de la maison connectee dans le Morbihan."
806986b799a1df684c786c745113cf6e,Réalisations Antoine Capela,https://realisationscapela.com,Construction,11-50,1M-5M,tournefeuille,occitanie,"Entreprise de batiment implantee a Tournefeuille depuis 1989, nous vous proposons de realiser vos projets de constructions et renovations. Nous intervenons sur toute l'agglomeration toulousaine et sur quelques departements limitrophes."
3f74072fdcf7137004d6dec4d75da349,SARL ABF35,https://abf35.com,Construction,11-50,1M-5M,cesson sevigne,,"Sarl ABF35 : Maintenance, reparation et installation de toutes portes automatiques (portes de garage, portails, barrieres, portes pietonnes, ...) aupres d'une clientele de professionnels (syndics, promoteurs, industrie, tertiaire, collectivites,...) en Ille-et-Vilaine et Morbihan Notre credo : le se"
273d8d1eec49e1b79073da62dc2db9da,OUVRARD Menuiserie,https://menuiserie-ouvrard.com,Construction,11-50,1M-5M,,,"Artisan de plus de 30 ans dexperience, les equipes d'Ouvrard menuiserie sont specialistes en menuiseries et fermetures (Fenetres, portes dentree, portes de garage, abris de terrasse...) pour le neuf et la renovation de votre habitat. Une large gamme de produit pour valoriser lensemble de votre habit"
8fc0bf51226f47ee5cb4f86e20c38ea1,PERETTI GROUPE,https://perettigroupe.fr,Construction,1-10,500K-1M,marseille,,"PERETTI GROUPE propose ses services aux professionnels et particuliers de la region SUD en :  Electricite generale avec VOLT'PHASE : Creation de reseaux, maintenance et depannage electrique aupres des professionnels et particuliers de la region Sud  Bornes de recharge avec RIRODO : Installation de b"
6d4e84d167eee73e6695ee6107467ab3,CARÉ HABITAT Stores & Fermetures,https://care-habitat.fr,Construction,1-10,500K-1M,corbeil-essonnes,île-de-france,"Fournitures et pose : - Stores - Pergolas - Portes, Portes de Garage - Fenetres, Volets"
ef3f985698ec2ae4642b2af62cc678d7,BOITEL & FILS,https://boiteletfils.fr,Construction,11-50,1M-5M,vignemont,,"Creee en 1900, la societe BOITEL & FILS est une entreprise familiale de Second uvre specialisee dans la Menuiserie, l'Agencement et la Decoration. Lentreprise BOITEL & FILS collabore en partenariat avec des cabinets d'architectes et des entreprises generales de batiment aupres d'une clientele de res"
8bc634861b4cbf69b75de60f03915eb9,SEMIN SAS,https://semin.com,Construction,51-200,10M-25M,kedange sur canner,,".Karmoussa - Home Cooking vous propose de gouter aux saveurs de la grande cuisine sans quitter la chaleur de votre domicile, de privilegier le plaisir de la degustation aux contraintes de la preparation, de confier vos fourneaux a un Chef et le laisser orchestrer le repas de votre choix..."
70f658523b94aa771e03c1e03dc268d5,AMC Menuiserie,https://amcmenuiserie.fr,Construction,1-10,500K-1M,bressuire,,AMC Menuiserie est base a BRESSUIRE dans les Deux-Sevres
e78badfbb283ccb73ce0081eca62d4ed,CREATION 1538 / Métallerie Artisanale,https://creation1538.com,Construction,1-10,500K-1M,vieux-charmont,bourgogne-franche-comté,1538 : Fusion des savoirs Savoir-etre ensemble associee au Savoir-faire des equipes pour Savoir Devenir Realite et donnez vie a vos projets d'ouvrages en metallerie
6352db22315189b9b0c2a328cdfb9839,Eco Style Fermeture,https://ecostylefermeture.com,Construction,11-50,1M-5M,sainte catherine,,"Avec Eco Style Fermeture, cest lassurance davoir un produit unique realise rien que pour vous dans notre atelier ! Situee a 5 min dArras, notre entreprise familiale et humaine au savoir-faire 100% francais a ete creee par les freres jumeaux M. Lemaire il y a 10 ans. Etant dans le metier de lhabitat "
2de560c9be92caf48634b310d482e361,Perin Urvoy Préfa,https://urvoyprefa.fr,Lumber and Other Construction Materials Merchant W,11-50,10M-25M,bégard,bretagne,"Lentreprise Perin Urvoy Prefa, situee a Begard dans le departement des Cotes dArmor. Specialise dans la fabrication de vos produits beton pour lassainissement, le funeraire, les travaux publics, les clotures, les produits denvironnement, la prefabrication lourde et les longrines isolees."
5afff0c232d42bb614adb5dbd971ec3e,FARS.MENUISERIE,https://fars.fr,Construction,11-50,1M-5M,cleres,normandie,"""La societe FARS situee a Cleres (Seine-Maritime), a ete creee en 2005. Elle est constituee : . de plusieurs equipes de pose . dun service technique, . dun service apres-vente . dun service commercial . dun atelier de fabrication aluminium . d'une equipe de macons, de plaquistes et de charpentiers. "
7d8dc002d2021636a2a2afa16791a96d,JERREL - Portails & clôtures,https://jerrel.fr,Construction,11-50,1M-5M,,,"JERREL, fabricant francais de portails, portillons et clotures, sur mesure, en aluminum et PVC."
24c848366c40a31a6d504e91a8334ba1,SOGECI,https://sogeci-btp.fr,Construction,11-50,1M-5M,,,
803fd986a07ba389122cfb8bda0349ba,LA MAISON DES TRAVAUX PARIS 17 & 18,https://paris17.lamaisondestravaux.com,Construction,1-10,500K-1M,paris,île-de-france,"La Maison Des Travaux Paris 17 s'engage a faciliter vos projets d'amenagements et de travaux en y integrant une elegance parisienne en vogue. Nous vous offrons l'acces a des artisans de renom de la region, avec la promesse de devis fiables et le respect minutieux des echeances. En collaborant avec u"
44fe8570a318addf8ead1f7fc41496ec,AMH - Atelier Menuiserie Heulinois,https://atelier-heulinois.fr,Construction,11-50,1M-5M,,,"Au service des particuliers et des professionnels, AMH vous accompagne dans vos projets de mobiliers, agencement, menuiserie interieure, cloison seche..."
6da353c89f5a741bf3c3e186f8569fd4,Renov'Habitat 77,https://renov-habitat.fr,Construction,11-50,1M-5M,,,"Renov'Habitat est une equipe de professionnels specialisee dans le conseil, l'accompagnement, la vente et la realisations de projets de renovation de fenetres, porte d'entree, volets, portails sur-mesure en Seine-et-Marne et en Ile-de-France. Nous trouvons des solutions adaptees pour nos clients par"
2fe61d0f1cbe0ec21514fce64d532b4c,GRILLAGES BROSSARD,https://grillages-brossard.fr,Wood Product Manufacturing,1-10,500K-1M,messimy,auvergne-rhône-alpes,"Grillages Brossard, votre fabricant de grillages et clotures depuis plus de 130 ans sur le Grand Lyon et la region Rhone Alpes ! Integree au groupe SBFM en 2020, notre equipe vous accompagne dans vos projets d'amenagements exterieurs avec savoir-faire et passion."
008298bf140b9a9d9caf3e5e7ce428a6,FENÊTRE & VÉRANDA Des Alpes,https://vda-gap.fr,Construction,11-50,1M-5M,gap,,"FENETRE & VERANDA Des Alpes est specialisee dans les menuiseries exterieures, les verandas, les pergolas, les loggias, les abris-piscine et abris de terrasse, et dans l'ensemble des systemes de gestion domotique. Implantes sur les communes de Gap et Manosque, nous intervenons sur les departements de"
6d171f5aa9914962e5220bdea4de70a2,Proxi Alu,https://proxialu.fr,Construction,1-10,500K-1M,binas,,"Implantee a Binas, commune limitrophe du Loir-et-Cher, du Loiret et de lEure-Et-Loir, Proxi Alu est une entreprise artisanale specialisee dans les fermetures de votre habitat telles que les verandas, pergolas, menuiseries, portails etc."
ba4293ea1c94324d1f464dc38de9a1c0,Rondcarré,https://rondcarre.fr,Construction,1-10,500K-1M,,,"Nous proposons un systeme constructif atypique, etonnant, mais aussi honnete et simple, ouvert au plus grand nombre. Nos escaliers sont dimensionnes sur-mesure grace a notre solution logiciel. L'usinage est entierement realise en France. Nous expedions a l'adresse de votre choix : l'escalier, son ga"
39ae93e3f1997915129cc641d7473e6d,SARL ARRIBOT AROM,https://arribot.fr,Construction,11-50,1M-5M,brax,,Fabrication de menuiserie aluminium - made in 47 Fabrication de metallerie et serrurerie - made in 47 Fermeture de Batiment Stores interieurs et exterieurs
e23459f8cd09b634402d8091051c4afa,MARTEL,https://serrurerie-martel.fr,Construction,11-50,1M-5M,rodez,occitanie,"Fondee en 1879, la serrurerie Martel intervient a Rodez et a ses environs pour faire de votre habitat un espace personnalise et securise. Notre activite autour de la serrurerie - metallerie - ferronnerie est la plus ancienne. Notre expertise nous amene aujourd'hui a travailler avec des particuliers,"
2fafd1e0392c85cc27b8c653a82db83e,SERVIBAT échafaudages,https://servibat.fr,Construction,11-50,1M-5M,,,"Entreprise a taille humaine, implantee en region lyonnaise en Rhone-Alpes, SERVIBAT met a votre service ses propres equipes de monteurs qualifies et formes au travail en hauteur, SARL au capital de 500 000 . Lentreprise SERVIBAT a obtenu le Certificat de Competence Professionnelle du Syndicat Franca"
58718c46fda7dabb04cc4fc0ae91117d,ETXEKO PLANS TRAVAUX DECO,https://etxekotravaux.com,Construction,1-10,500K-1M,biarritz,,"Courtiers en travaux independants depuis 8 ans, Nadine et Jerome Bodard ont cree en avril 2017 leur entreprise de plans, courtage en travaux et decoration d'interieur. Ils sont au service des particuliers et des professionnels desireux de realiser des travaux de renovation, d'agrandissement et de co"
